year,region,oni_value,rainfall_deviation,temperature_anomaly,drought_index,crop_production_index,crop_yield_tons_ha,agricultural_loss_pct,irrigation_coverage_pct,malnutrition_pct,food_security_index,infant_mortality_rate,stunting_pct,risk_score
2015,Uttarakhand,1.79,-0.641,-0.154,0.721,94.0,2.46,15.9,49.9,27.7,83.2,34.0,29.9,56.2
2015,Goa,1.94,-0.518,0.33,0.806,90.3,2.41,10.5,29.7,28.1,84.2,35.1,38.5,59.8
2016,Bihar,0.58,0.027,-0.152,0.473,98.9,2.51,2.6,49.2,34.3,94.2,46.5,35.8,39.8
2016,Jharkhand,1.7,0.473,0.157,0.607,92.8,2.38,14.0,49.6,31.8,77.2,48.8,43.6,58.3
2016,Odisha,2.41,0.18,0.22,0.594,96.0,2.42,9.4,32.5,33.7,82.7,43.7,41.7,55.3
2016,Chhattisgarh,1.96,0.106,-0.23,0.598,95.5,2.12,9.3,37.6,31.9,92.0,51.3,35.6,53.3
2016,Madhya Pradesh,1.82,-0.105,0.223,0.633,94.3,2.6,18.0,37.0,35.5,86.0,44.2,42.1,60.2
2016,Rajasthan,1.61,-0.182,0.153,0.376,93.8,2.26,5.9,58.6,31.9,85.2,39.5,37.3,53.3
2016,Gujarat,2.09,-0.562,0.167,0.813,85.7,2.3,12.4,42.2,30.3,83.4,49.1,35.9,57.4
2016,Maharashtra,1.68,0.347,0.024,0.663,94.8,2.65,14.8,49.1,30.3,81.0,40.5,38.5,58.1
2016,Karnataka,1.49,-0.319,0.069,0.687,97.8,2.26,8.3,51.1,34.1,91.8,35.6,34.7,51.9
2016,Andhra Pradesh,0.94,-0.221,0.396,0.343,91.4,2.29,10.6,57.4,32.5,89.7,34.6,40.4,40.4
2016,Telangana,1.31,0.023,-0.16,0.493,96.2,2.57,2.3,49.7,25.1,90.2,43.3,38.4,35.4
2016,Tamil Nadu,1.18,0.101,0.366,0.292,97.9,2.55,8.2,40.9,31.1,81.1,38.3,33.9,40.2
2016,Kerala,1.93,-0.477,0.017,0.695,95.3,2.66,6.1,47.1,23.2,93.7,32.9,29.8,53.0
2016,West Bengal,1.15,-0.195,0.156,0.559,95.6,2.2,13.6,50.4,35.9,79.3,36.6,38.2,50.2
2016,Assam,2.28,-0.293,0.142,0.613,96.7,2.15,11.1,46.3,25.8,90.4,44.9,40.1,60.2
2016,Uttar Pradesh,1.83,-0.324,-0.066,0.626,90.0,2.41,17.0,57.1,35.5,85.0,43.1,38.5,57.8
2016,Haryana,1.78,-0.384,0.197,0.538,90.3,2.43,17.3,37.8,32.9,80.4,39.7,40.0,54.6
2016,Punjab,1.98,-0.059,0.541,0.539,90.0,2.23,11.8,25.3,28.9,82.2,42.1,35.7,55.5
2016,Uttarakhand,1.14,0.006,0.236,0.393,94.5,2.08,4.1,44.9,28.5,82.7,37.4,30.4,43.6
2016,Goa,1.6,-0.113,0.209,0.564,89.5,2.27,9.6,44.0,27.9,93.8,40.2,29.6,52.8
2017,Bihar,0.34,0.141,-0.134,0.408,98.6,2.27,8.4,59.0,32.0,83.4,42.1,41.2,36.5
2017,Jharkhand,-0.23,0.085,0.053,0.132,98.3,2.19,6.7,52.2,32.2,86.3,46.5,34.8,36.5
2017,Odisha,-0.25,0.539,0.323,0.253,103.0,2.4,6.5,60.8,32.3,82.7,42.4,37.9,33.0
2017,Chhattisgarh,-0.0,0.149,-0.116,0.136,105.2,2.88,6.9,49.4,27.6,89.1,47.7,33.0,29.9
2017,Madhya Pradesh,-0.3,0.104,0.149,0.2,96.6,2.62,9.2,61.7,32.3,82.2,39.0,40.2,33.0
2017,Rajasthan,0.11,0.131,0.309,0.185,98.2,2.52,2.4,65.4,28.4,82.4,41.5,35.9,36.2
2017,Gujarat,0.55,0.036,0.136,0.407,97.6,2.35,8.6,53.0,34.3,92.9,42.8,36.3,41.4
2017,Maharashtra,-0.27,-0.338,-0.065,0.337,101.0,2.58,9.2,56.6,26.4,94.3,42.5,33.2,33.7
2017,Karnataka,-0.29,0.012,-0.017,0.302,108.6,2.55,7.1,48.8,26.2,94.7,41.3,21.0,35.7
2017,Andhra Pradesh,0.34,0.525,-0.372,0.398,91.5,2.64,5.3,38.5,31.5,91.2,42.8,37.7,45.3
2017,Telangana,-0.53,-0.479,0.096,0.491,104.3,2.22,0.0,57.5,21.9,90.2,41.0,29.1,34.8
2017,Tamil Nadu,0.42,0.117,-0.076,0.323,92.9,2.42,6.5,58.0,29.8,87.8,38.2,35.1,41.5
2017,Kerala,0.6,-0.119,0.112,0.395,95.7,2.52,4.9,58.3,26.2,87.6,35.3,30.0,41.7
2017,West Bengal,-1.52,0.342,-0.075,0.089,104.4,2.92,0.0,65.1,25.4,80.0,47.8,39.5,27.6
2017,Assam,0.28,-0.311,0.385,0.369,97.6,2.68,10.0,75.4,31.8,82.6,39.8,31.6,41.0
2017,Uttar Pradesh,-0.42,0.407,0.086,0.157,99.3,2.59,7.6,66.8,31.6,81.0,46.5,28.1,30.2
2017,Haryana,0.11,0.755,-0.293,0.141,101.1,2.46,9.1,62.9,28.1,91.7,38.4,43.0,32.2
2017,Punjab,-0.08,0.07,-0.348,0.22,103.9,2.31,0.0,60.9,29.2,91.4,35.9,25.9,28.0
2017,Uttarakhand,0.16,0.174,-0.343,0.403,102.1,2.67,8.2,63.9,29.5,92.0,31.8,29.4,33.7
2017,Goa,-0.79,0.079,0.015,0.198,106.3,2.74,0.0,68.2,20.7,92.0,36.4,19.2,25.4
2018,Bihar,2.95,-0.272,0.117,0.989,88.1,2.27,14.9,49.6,35.2,80.3,50.9,43.1,72.0
2018,Jharkhand,1.47,0.113,0.625,0.529,95.4,2.41,17.2,43.5,33.5,73.1,40.1,38.7,55.8
2018,Odisha,1.47,0.311,0.225,0.367,93.3,2.6,15.9,48.5,32.6,86.7,40.4,40.9,50.7
2018,Chhattisgarh,2.86,-0.368,0.074,0.844,87.8,2.04,20.7,46.0,34.3,77.0,40.6,40.0,65.5
2018,Madhya Pradesh,1.16,-0.478,0.471,0.617,96.7,2.52,14.5,47.4,32.9,81.7,44.3,39.0,51.7
2018,Rajasthan,1.27,-0.589,0.131,0.588,88.7,2.45,16.1,70.1,32.0,78.6,38.3,39.1,50.1
2018,Gujarat,1.62,-0.487,0.095,0.443,96.1,2.23,12.3,35.6,28.5,83.4,40.5,37.3,53.3
2018,Maharashtra,2.36,-0.135,0.382,0.826,93.2,2.3,19.8,49.7,33.7,75.0,37.2,35.9,66.4
2018,Karnataka,1.97,-0.302,0.385,0.787,96.1,2.51,8.3,48.1,27.9,77.5,39.6,39.6,58.1
2018,Andhra Pradesh,1.78,0.339,0.178,0.743,95.0,2.38,5.0,54.7,28.1,83.0,46.2,39.1,51.0
2018,Telangana,2.18,-0.436,0.164,0.708,93.8,2.54,16.4,58.4,34.2,81.8,44.4,42.0,64.0
2018,Tamil Nadu,2.7,-0.049,0.221,0.693,92.2,2.53,18.1,42.0,31.2,81.3,39.3,36.5,63.3
2018,Kerala,2.53,-0.452,0.213,0.683,92.4,2.48,24.1,41.4,32.2,81.9,39.9,35.7,64.0
2018,West Bengal,1.53,-0.189,0.213,0.539,93.5,2.62,25.1,38.1,31.2,74.2,43.4,42.9,59.3
2018,Assam,1.85,-0.227,0.254,0.554,92.3,2.34,5.0,35.9,27.5,88.8,43.4,38.8,55.7
2018,Uttar Pradesh,0.4,-0.505,0.164,0.182,101.3,2.17,11.8,49.7,34.8,95.0,34.0,40.1,43.2
2018,Haryana,0.42,0.066,-0.008,0.362,95.9,2.59,0.0,66.6,25.4,82.4,44.7,32.4,33.8
2018,Punjab,2.64,-0.03,0.052,0.694,91.0,2.52,17.8,40.3,30.0,83.0,44.4,35.4,67.8
2018,Uttarakhand,1.26,-0.359,-0.01,0.421,92.6,2.61,9.7,55.5,22.2,88.2,39.2,33.7,45.1
2018,Goa,1.61,-0.39,-0.296,0.712,94.3,2.3,7.4,35.4,27.2,95.0,37.2,27.6,54.4
2019,Bihar,1.64,-0.261,0.304,0.658,84.8,2.44,7.0,35.5,33.9,83.3,39.4,42.7,54.1
2019,Jharkhand,1.96,-0.28,-0.017,0.552,95.7,2.1,18.7,43.0,34.3,71.8,44.3,42.3,58.4
2019,Odisha,0.7,0.045,0.074,0.331,100.2,2.12,9.4,67.4,35.9,86.4,42.2,36.2,35.0
2019,Chhattisgarh,1.32,-0.035,-0.056,0.58,101.7,2.38,3.6,38.7,32.1,86.5,46.0,34.9,46.6
2019,Madhya Pradesh,2.0,-0.347,0.013,0.629,88.7,2.62,13.2,49.2,31.4,76.6,42.2,41.9,59.2
2019,Rajasthan,1.19,-0.439,0.126,0.616,99.9,2.44,13.8,56.3,27.6,79.4,37.4,33.0,48.7
2019,Gujarat,1.98,-0.21,0.174,0.379,98.8,2.2,23.6,32.6,29.7,70.9,42.3,34.0,62.5
2019,Maharashtra,0.86,-0.54,0.224,0.608,101.4,2.3,10.6,42.8,27.7,84.1,41.3,37.6,44.1
2019,Karnataka,2.09,-0.567,0.367,0.723,90.6,2.2,11.7,57.2,32.2,84.5,40.3,44.0,60.2
2019,Andhra Pradesh,2.28,-0.559,0.128,0.733,91.3,2.18,17.4,53.4,28.6,76.2,40.0,36.5,60.7
2019,Telangana,2.7,-0.104,0.405,0.699,89.5,2.06,19.9,42.3,36.8,80.0,41.1,38.4,66.5
2019,Tamil Nadu,2.04,-0.746,0.31,0.752,88.2,1.99,14.0,55.3,35.9,85.2,47.9,35.7,68.7
2019,Kerala,2.07,-0.446,0.063,0.632,85.7,2.5,11.0,37.0,25.3,84.2,44.7,39.8,63.2
2019,West Bengal,0.5,-0.182,-0.167,0.511,98.7,2.36,7.7,52.2,35.6,88.0,45.2,29.1,41.1
2019,Assam,1.46,0.406,0.382,0.253,94.8,2.22,18.6,50.3,30.9,81.6,32.5,35.5,47.1
2019,Uttar Pradesh,1.52,0.025,-0.267,0.485,97.8,2.16,12.2,48.4,37.4,82.2,42.7,41.0,48.3
2019,Haryana,0.7,-0.172,-0.035,0.426,99.7,2.52,4.4,55.5,31.4,84.7,38.8,32.3,44.7
2019,Punjab,1.46,-0.709,0.399,0.584,96.5,2.25,9.1,58.0,31.0,88.1,41.4,32.7,57.8
2019,Uttarakhand,1.49,-0.423,0.3,0.539,98.4,2.31,11.9,54.1,29.3,84.3,39.4,37.6,52.1
2019,Goa,1.1,-0.203,0.09,0.592,95.4,2.67,9.0,49.3,26.2,81.4,32.3,30.3,41.6
2020,Bihar,0.71,-0.116,-0.04,0.552,101.9,2.63,3.8,50.4,36.7,86.8,43.4,40.5,39.7
2020,Jharkhand,0.61,-0.262,0.092,0.536,93.9,2.44,2.4,47.3,29.9,87.3,42.9,36.3,42.9
2020,Odisha,-0.16,-0.32,0.073,0.453,99.7,2.47,6.9,45.0,32.8,95.0,42.9,37.4,39.7
2020,Chhattisgarh,0.39,0.434,0.227,0.057,101.2,2.88,8.8,47.6,31.7,78.7,47.7,34.5,30.9
2020,Madhya Pradesh,-0.14,-0.236,-0.121,0.475,100.3,2.42,0.0,46.2,24.9,88.7,45.5,33.7,33.0
2020,Rajasthan,1.06,-0.374,0.037,0.425,98.5,2.71,1.2,48.8,32.5,80.5,43.4,38.9,49.8
2020,Gujarat,-0.14,0.186,0.341,0.437,100.7,2.44,0.0,68.9,23.0,88.1,40.0,32.1,31.5
2020,Maharashtra,0.02,0.766,-0.022,0.107,104.5,2.57,10.8,61.1,27.5,78.4,32.7,28.8,35.7
2020,Karnataka,0.1,-0.424,0.259,0.403,98.1,2.34,9.4,52.7,26.7,91.7,42.0,34.9,40.8
2020,Andhra Pradesh,0.31,-0.044,0.102,0.274,105.0,2.39,14.1,56.0,32.3,89.2,45.3,33.5,36.6
2020,Telangana,0.66,0.455,0.001,0.312,97.0,2.42,15.3,46.7,28.0,92.0,43.3,42.8,41.1
2020,Tamil Nadu,-0.56,0.122,-0.177,0.206,96.9,2.65,4.1,64.0,26.4,83.6,41.8,30.0,31.2
2020,Kerala,0.21,0.591,0.314,0.063,98.8,2.58,4.3,47.1,26.7,89.8,44.0,30.4,30.1
2020,West Bengal,0.73,-0.49,-0.147,0.58,99.7,2.27,9.0,43.1,30.3,89.2,40.7,36.4,42.6
2020,Assam,-1.1,-0.029,0.263,0.148,100.8,2.54,0.0,60.7,32.7,87.5,49.1,35.1,37.5
2020,Uttar Pradesh,-0.23,0.227,-0.553,0.241,101.1,2.75,8.5,52.8,34.7,83.8,39.3,38.1,31.6
2020,Haryana,-0.36,0.516,0.039,0.163,105.0,2.72,6.4,74.3,28.4,90.1,42.9,32.4,35.4
2020,Punjab,-0.17,0.542,0.311,0.165,100.3,2.76,7.2,63.9,26.1,90.0,37.8,30.9,30.6
2020,Uttarakhand,-0.1,0.094,-0.083,0.357,104.4,2.66,3.0,66.8,26.8,83.5,41.3,33.4,32.3
2020,Goa,1.87,0.156,0.292,0.575,94.2,2.21,3.5,38.0,25.6,78.9,34.1,30.4,51.7
2021,Bihar,-0.37,-0.143,-0.098,0.445,103.0,2.44,3.5,62.8,28.7,82.1,48.4,36.9,33.9
2021,Jharkhand,-1.08,0.148,-0.062,0.0,103.9,2.72,2.7,86.4,33.9,94.1,54.6,39.5,34.2
2021,Odisha,-0.07,0.303,-0.117,0.24,98.9,2.58,0.9,55.1,31.3,86.0,35.4,32.6,24.8
2021,Chhattisgarh,-1.12,-0.097,-0.007,0.174,106.9,2.7,6.1,73.8,30.1,92.6,45.8,37.5,34.8
2021,Madhya Pradesh,0.82,-0.826,0.007,0.557,98.9,2.63,2.7,64.8,25.9,81.3,40.9,35.0,37.5
2021,Rajasthan,-1.45,0.412,0.02,0.106,104.6,2.63,0.0,85.1,19.1,84.5,40.7,31.2,26.3
2021,Gujarat,-0.41,0.023,-0.164,0.241,103.4,2.5,1.1,61.9,26.9,80.9,41.2,32.1,33.2
2021,Maharashtra,0.81,0.056,0.299,0.309,96.2,2.25,4.6,63.5,32.7,81.7,37.7,33.9,43.1
2021,Karnataka,0.27,-0.568,-0.299,0.503,92.1,2.38,8.0,61.2,29.9,83.2,44.4,36.9,38.9
2021,Andhra Pradesh,-0.72,0.119,0.019,0.34,105.1,2.75,0.0,61.5,26.3,89.1,36.0,37.6,26.9
2021,Telangana,0.51,-0.168,0.169,0.432,100.1,2.25,6.6,55.5,30.5,84.0,30.1,31.6,36.8
2021,Tamil Nadu,-0.25,0.056,0.317,0.31,101.2,2.52,9.4,57.3,27.6,81.9,44.4,35.0,36.0
2021,Kerala,-0.77,0.081,0.041,0.144,101.2,2.47,3.5,63.3,23.6,83.9,36.4,30.3,22.9
2021,West Bengal,-0.46,0.128,0.113,0.276,103.5,2.51,0.1,55.3,26.7,88.6,38.6,35.7,30.6
2021,Assam,-0.97,-0.352,0.086,0.177,100.2,2.4,3.9,78.8,28.2,85.8,46.1,30.6,34.9
2021,Uttar Pradesh,1.37,0.527,-0.431,0.391,94.1,2.38,7.3,55.5,31.5,79.5,42.8,39.6,46.4
2021,Haryana,-1.15,-0.322,0.307,0.128,103.0,2.52,3.8,83.4,28.1,82.1,32.4,31.3,33.4
2021,Punjab,-0.41,-0.454,0.131,0.22,105.0,2.78,3.0,66.8,21.9,93.7,35.4,28.5,32.2
2021,Uttarakhand,-0.43,-0.075,-0.1,0.345,99.0,2.79,0.0,76.4,23.7,89.5,36.9,32.0,28.8
2021,Goa,0.44,0.384,0.273,0.249,99.8,2.37,1.0,47.3,23.1,92.5,28.0,30.1,26.3
2022,Bihar,1.01,0.185,-0.036,0.275,98.2,2.08,14.2,50.2,39.4,73.1,48.9,40.0,47.9
2022,Jharkhand,-0.46,-0.341,0.082,0.366,106.3,2.67,0.9,55.7,25.3,95.0,40.0,41.2,30.3
2022,Odisha,0.22,0.066,-0.044,0.386,99.3,2.43,9.2,57.1,29.3,87.3,43.3,39.6,35.6
2022,Chhattisgarh,-0.56,-0.278,0.302,0.426,104.1,2.47,1.8,75.6,28.0,84.7,49.7,35.9,38.0
2022,Madhya Pradesh,1.21,-0.602,0.201,0.81,94.6,2.33,5.2,58.9,28.2,84.9,37.4,41.4,55.7
2022,Rajasthan,0.72,-0.118,-0.173,0.586,96.1,2.27,0.0,49.0,24.5,84.5,44.3,34.2,40.5
2022,Gujarat,0.08,-0.23,0.02,0.551,98.2,2.54,0.0,71.5,26.0,94.1,39.3,35.7,36.7
2022,Maharashtra,0.34,-0.186,0.245,0.312,100.8,2.41,8.5,53.6,28.5,81.8,40.4,34.4,33.9
2022,Karnataka,-0.63,0.078,-0.024,0.128,102.0,2.4,14.0,73.5,30.8,91.0,32.6,28.2,33.8
2022,Andhra Pradesh,-0.52,-0.336,-0.089,0.31,103.9,2.35,5.6,64.3,29.4,85.3,45.9,34.5,35.5
2022,Telangana,1.22,-0.42,0.246,0.561,93.9,2.48,9.2,28.9,20.9,91.5,45.7,41.5,52.7
2022,Tamil Nadu,-0.21,-0.356,-0.101,0.34,97.0,2.75,16.1,65.5,29.9,78.1,45.6,35.5,38.2
2022,Kerala,-0.43,0.209,-0.152,0.208,97.6,2.71,2.3,72.7,24.7,89.5,31.5,33.3,28.3
2022,West Bengal,-0.9,-0.011,-0.072,0.179,98.0,2.54,5.4,64.2,29.7,86.6,41.9,33.7,35.7
2022,Assam,-0.23,0.333,-0.229,0.162,97.3,2.68,3.0,55.0,30.0,80.6,37.8,31.8,30.8
2022,Uttar Pradesh,-1.05,0.565,-0.231,0.076,102.3,2.73,0.0,68.7,29.3,95.0,44.9,34.3,26.5
2022,Haryana,0.35,0.589,-0.298,0.15,99.2,2.44,3.5,46.8,31.0,81.9,37.4,35.9,41.5
2022,Punjab,-0.22,-0.26,-0.288,0.295,98.0,2.54,0.0,68.3,26.3,91.0,43.5,30.7,29.4
2022,Uttarakhand,-0.78,-0.047,-0.101,0.183,100.1,2.26,0.0,69.1,27.0,95.0,46.6,35.2,30.6
2022,Goa,0.91,0.094,0.414,0.602,99.9,2.54,7.4,52.4,24.7,92.5,33.1,30.6,44.0
2023,Bihar,0.09,0.504,-0.037,0.258,105.1,2.56,11.6,49.4,39.5,89.3,45.4,43.5,39.3
2023,Jharkhand,0.8,-0.206,0.353,0.274,98.5,2.51,18.5,40.9,38.9,78.2,42.9,36.5,47.6
2023,Odisha,0.85,-0.006,-0.155,0.502,95.0,2.25,5.8,55.9,30.8,84.6,46.5,41.3,43.5
2023,Chhattisgarh,1.31,-0.51,0.12,0.646,90.0,2.24,7.7,47.8,30.1,86.8,37.2,33.6,51.1
2023,Madhya Pradesh,1.3,-0.248,-0.187,0.484,93.8,2.32,11.5,44.3,36.4,85.8,39.4,38.1,47.5
2023,Rajasthan,1.57,0.128,0.006,0.587,94.9,2.6,17.5,49.0,31.7,84.7,41.6,43.1,60.1
2023,Gujarat,1.55,-0.354,0.032,0.482,95.5,2.24,17.4,37.3,31.7,88.9,32.2,42.7,52.1
2023,Maharashtra,1.24,-0.144,0.214,0.588,96.2,2.54,12.9,64.1,31.5,94.8,43.6,30.0,52.8
2023,Karnataka,3.0,-0.622,0.539,0.877,91.4,2.13,21.4,34.0,37.8,83.1,45.5,31.6,75.5
2023,Andhra Pradesh,1.45,-0.094,0.161,0.632,93.6,2.39,16.9,30.2,33.9,80.8,38.1,38.5,53.0
2023,Telangana,2.24,-0.024,0.152,0.728,94.7,2.31,10.5,37.0,32.8,84.7,36.6,30.9,57.0
2023,Tamil Nadu,2.0,-0.464,0.226,0.817,88.1,2.31,13.1,47.0,34.4,77.0,42.3,38.8,58.2
2023,Kerala,1.39,-0.249,0.195,0.593,96.4,2.46,6.1,56.8,29.8,89.8,30.6,31.3,47.8
2023,West Bengal,1.62,-0.586,0.057,0.519,95.0,2.37,4.4,49.9,30.5,88.1,41.1,34.6,50.9
2023,Assam,1.04,-0.317,0.087,0.534,95.2,2.34,8.0,71.8,28.7,81.9,55.6,38.4,52.7
2023,Uttar Pradesh,0.67,0.152,-0.128,0.461,97.3,2.39,15.4,59.2,35.9,84.4,41.8,40.8,41.6
2023,Haryana,2.23,-0.293,0.538,0.778,92.3,2.35,15.2,32.2,29.9,85.2,37.7,36.3,60.8
2023,Punjab,1.51,0.005,0.254,0.543,90.6,2.65,10.3,47.3,28.1,83.0,45.0,38.5,48.9
2023,Uttarakhand,1.77,-0.297,0.265,0.632,92.7,2.39,10.5,47.9,30.4,88.1,37.4,37.4,59.5
2023,Goa,0.96,-0.315,-0.029,0.399,99.1,2.26,6.0,62.4,23.8,88.7,31.9,33.5,38.3
